NAME,Total Households,Total Households with No Vehicle Available,Total Households with 1 Vehicle Available,Total Households with 2 Vehicles Available,Total Households with 3 Vehicles Available,Total Households with 4 or More Vehicles Available,Total 1-Person Households,1-Person Households with No Vehicle Available,1-Person Households with 1 Vehicle Available,1-Person Households with 2 Vehicles Available,1-Person Households with 3 Vehicles Available,1-Person Households with 4 or More Vehicles Available,Total 2-Person Households,2-Person Households with No Vehicle Available,2-Person Households with 1 Vehicle Available,2-Person Households with 2 Vehicles Available,2-Person Households with 3 Vehicles Available,2-Person Households with 4 or More Vehicles Available,Total 3-Person Households,3-Person Households with No Vehicle Available,3-Person Households with 1 Vehicle Available,3-Person Households with 2 Vehicles Available,3-Person Households with 3 Vehicles Available,3-Person Households with 4 or More Vehicles Available,Total 4-or-More-Person Households,4-or-More-Person Households with No Vehicle Available,4-or-More-Person Households with 1 Vehicle Available,4-or-More-Person Households with 2 Vehicles Available,4-or-More-Person Households with 3 Vehicles Available,state,county,tract,County
Census Tract 604; Iredell County; North Carolina,1575.0,159.0,413.0,631.0,298.0,74.0,517.0,106.0,331.0,54.0,14.0,12.0,507.0,0.0,66.0,363.0,64.0,14.0,178.0,17.0,16.0,79.0,56.0,10.0,373.0,36.0,0.0,135.0,164.0,37,97,604,Iredell County
Census Tract 605; Iredell County; North Carolina,1658.0,89.0,517.0,599.0,313.0,140.0,521.0,55.0,342.0,103.0,21.0,0.0,604.0,0.0,134.0,289.0,119.0,62.0,234.0,34.0,0.0,155.0,13.0,32.0,299.0,0.0,41.0,52.0,160.0,37,97,605,Iredell County
Census Tract 606.01; Iredell County; North Carolina,2525.0,190.0,1309.0,552.0,287.0,187.0,1312.0,167.0,1029.0,57.0,59.0,0.0,490.0,23.0,169.0,232.0,66.0,0.0,156.0,0.0,92.0,9.0,0.0,55.0,567.0,0.0,19.0,254.0,162.0,37,97,606.01,Iredell County
Census Tract 606.02; Iredell County; North Carolina,739.0,17.0,210.0,281.0,134.0,97.0,171.0,12.0,119.0,21.0,8.0,11.0,282.0,0.0,27.0,172.0,45.0,38.0,134.0,0.0,40.0,28.0,50.0,16.0,152.0,5.0,24.0,60.0,31.0,37,97,606.02,Iredell County
Census Tract 606.03; Iredell County; North Carolina,601.0,12.0,195.0,181.0,165.0,48.0,116.0,12.0,57.0,40.0,7.0,0.0,231.0,0.0,12.0,141.0,40.0,38.0,113.0,0.0,59.0,0.0,54.0,0.0,141.0,0.0,67.0,0.0,64.0,37,97,606.03,Iredell County
Census Tract 607.01; Iredell County; North Carolina,1256.0,0.0,338.0,556.0,260.0,102.0,364.0,0.0,142.0,116.0,106.0,0.0,362.0,0.0,92.0,158.0,71.0,41.0,245.0,0.0,104.0,36.0,83.0,22.0,285.0,0.0,0.0,246.0,0.0,37,97,607.01,Iredell County
Census Tract 607.02; Iredell County; North Carolina,1632.0,13.0,241.0,636.0,432.0,310.0,379.0,3.0,102.0,195.0,33.0,46.0,504.0,10.0,46.0,251.0,121.0,76.0,261.0,0.0,0.0,101.0,142.0,18.0,488.0,0.0,93.0,89.0,136.0,37,97,607.02,Iredell County
Census Tract 607.03; Iredell County; North Carolina,1062.0,7.0,201.0,526.0,219.0,109.0,291.0,0.0,113.0,108.0,48.0,22.0,309.0,7.0,23.0,180.0,76.0,23.0,327.0,0.0,56.0,215.0,38.0,18.0,135.0,0.0,9.0,23.0,57.0,37,97,607.03,Iredell County
Census Tract 608.01; Iredell County; North Carolina,1458.0,56.0,282.0,407.0,335.0,378.0,316.0,43.0,133.0,107.0,19.0,14.0,668.0,13.0,130.0,110.0,167.0,248.0,157.0,0.0,8.0,19.0,77.0,53.0,317.0,0.0,11.0,171.0,72.0,37,97,608.01,Iredell County
Census Tract 608.02; Iredell County; North Carolina,1332.0,40.0,329.0,413.0,398.0,152.0,254.0,40.0,162.0,43.0,9.0,0.0,481.0,0.0,125.0,236.0,89.0,31.0,187.0,0.0,0.0,70.0,59.0,58.0,410.0,0.0,42.0,64.0,241.0,37,97,608.02,Iredell County
Census Tract 609.01; Iredell County; North Carolina,1405.0,93.0,333.0,425.0,451.0,103.0,352.0,50.0,183.0,69.0,50.0,0.0,542.0,37.0,67.0,174.0,235.0,29.0,196.0,0.0,74.0,14.0,90.0,18.0,315.0,6.0,9.0,168.0,76.0,37,97,609.01,Iredell County
Census Tract 609.02; Iredell County; North Carolina,1487.0,18.0,220.0,527.0,557.0,165.0,264.0,10.0,123.0,96.0,35.0,0.0,665.0,8.0,74.0,368.0,182.0,33.0,322.0,0.0,7.0,31.0,199.0,85.0,236.0,0.0,16.0,32.0,141.0,37,97,609.02,Iredell County
Census Tract 610.01; Iredell County; North Carolina,1904.0,44.0,653.0,828.0,162.0,217.0,456.0,44.0,347.0,65.0,0.0,0.0,793.0,0.0,235.0,436.0,94.0,28.0,143.0,0.0,12.0,115.0,0.0,16.0,512.0,0.0,59.0,212.0,68.0,37,97,610.01,Iredell County
Census Tract 610.02; Iredell County; North Carolina,1569.0,15.0,288.0,568.0,462.0,236.0,319.0,5.0,167.0,58.0,89.0,0.0,566.0,10.0,52.0,332.0,90.0,82.0,392.0,0.0,0.0,65.0,205.0,122.0,292.0,0.0,69.0,113.0,78.0,37,97,610.02,Iredell County
Census Tract 610.03; Iredell County; North Carolina,1636.0,25.0,464.0,656.0,243.0,248.0,465.0,21.0,260.0,117.0,29.0,38.0,592.0,4.0,67.0,364.0,48.0,109.0,409.0,0.0,123.0,129.0,103.0,54.0,170.0,0.0,14.0,46.0,63.0,37,97,610.03,Iredell County
Census Tract 611.01; Iredell County; North Carolina,971.0,30.0,75.0,444.0,220.0,202.0,124.0,0.0,64.0,48.0,12.0,0.0,446.0,30.0,11.0,266.0,109.0,30.0,134.0,0.0,0.0,0.0,31.0,103.0,267.0,0.0,0.0,130.0,68.0,37,97,611.01,Iredell County
Census Tract 611.02; Iredell County; North Carolina,1407.0,115.0,329.0,339.0,427.0,197.0,356.0,31.0,226.0,72.0,27.0,0.0,608.0,20.0,83.0,197.0,238.0,70.0,147.0,0.0,20.0,30.0,59.0,38.0,296.0,64.0,0.0,40.0,103.0,37,97,611.02,Iredell County
Census Tract 611.03; Iredell County; North Carolina,1213.0,33.0,292.0,316.0,282.0,290.0,250.0,33.0,171.0,33.0,0.0,13.0,540.0,0.0,74.0,163.0,181.0,122.0,118.0,0.0,0.0,22.0,58.0,38.0,305.0,0.0,47.0,98.0,43.0,37,97,611.03,Iredell County
Census Tract 611.04; Iredell County; North Carolina,903.0,26.0,213.0,328.0,220.0,116.0,212.0,4.0,120.0,47.0,33.0,8.0,426.0,22.0,57.0,200.0,119.0,28.0,130.0,0.0,0.0,51.0,9.0,70.0,135.0,0.0,36.0,30.0,59.0,37,97,611.04,Iredell County
Census Tract 612.01; Iredell County; North Carolina,1776.0,32.0,302.0,775.0,497.0,170.0,278.0,21.0,189.0,42.0,26.0,0.0,693.0,11.0,84.0,313.0,212.0,73.0,229.0,0.0,10.0,120.0,86.0,13.0,576.0,0.0,19.0,300.0,173.0,37,97,612.01,Iredell County
Census Tract 612.02; Iredell County; North Carolina,2137.0,26.0,426.0,1128.0,386.0,171.0,563.0,26.0,332.0,180.0,25.0,0.0,871.0,0.0,38.0,613.0,166.0,54.0,209.0,0.0,26.0,71.0,75.0,37.0,494.0,0.0,30.0,264.0,120.0,37,97,612.02,Iredell County
Census Tract 612.03; Iredell County; North Carolina,2451.0,104.0,534.0,1350.0,341.0,122.0,414.0,63.0,300.0,23.0,28.0,0.0,1280.0,41.0,217.0,807.0,117.0,98.0,256.0,0.0,17.0,143.0,96.0,0.0,501.0,0.0,0.0,377.0,100.0,37,97,612.03,Iredell County
Census Tract 612.04; Iredell County; North Carolina,1568.0,8.0,127.0,650.0,550.0,233.0,152.0,0.0,86.0,66.0,0.0,0.0,691.0,8.0,41.0,307.0,279.0,56.0,305.0,0.0,0.0,113.0,121.0,71.0,420.0,0.0,0.0,164.0,150.0,37,97,612.04,Iredell County
Census Tract 612.05; Iredell County; North Carolina,1631.0,35.0,237.0,901.0,287.0,171.0,250.0,35.0,128.0,77.0,10.0,0.0,858.0,0.0,73.0,517.0,165.0,103.0,238.0,0.0,36.0,143.0,53.0,6.0,285.0,0.0,0.0,164.0,59.0,37,97,612.05,Iredell County
Census Tract 613.01; Iredell County; North Carolina,1091.0,28.0,266.0,390.0,225.0,182.0,281.0,28.0,161.0,80.0,12.0,0.0,299.0,0.0,40.0,111.0,148.0,0.0,255.0,0.0,56.0,83.0,51.0,65.0,256.0,0.0,9.0,116.0,14.0,37,97,613.01,Iredell County
Census Tract 613.02; Iredell County; North Carolina,2078.0,61.0,539.0,770.0,419.0,289.0,412.0,42.0,303.0,20.0,47.0,0.0,723.0,19.0,138.0,308.0,153.0,105.0,362.0,0.0,67.0,177.0,69.0,49.0,581.0,0.0,31.0,265.0,150.0,37,97,613.02,Iredell County
Census Tract 613.03; Iredell County; North Carolina,2048.0,18.0,282.0,766.0,634.0,348.0,356.0,11.0,232.0,63.0,42.0,8.0,637.0,7.0,43.0,214.0,345.0,28.0,478.0,0.0,7.0,176.0,129.0,166.0,577.0,0.0,0.0,313.0,118.0,37,97,613.03,Iredell County
Census Tract 613.04; Iredell County; North Carolina,2363.0,78.0,642.0,1123.0,361.0,159.0,679.0,34.0,363.0,231.0,51.0,0.0,1086.0,22.0,146.0,702.0,179.0,37.0,263.0,0.0,114.0,44.0,79.0,26.0,335.0,22.0,19.0,146.0,52.0,37,97,613.04,Iredell County
Census Tract 614.01; Iredell County; North Carolina,1948.0,67.0,134.0,1032.0,465.0,250.0,238.0,40.0,106.0,64.0,28.0,0.0,686.0,7.0,23.0,452.0,151.0,53.0,363.0,20.0,0.0,117.0,171.0,55.0,661.0,0.0,5.0,399.0,115.0,37,97,614.01,Iredell County
Census Tract 614.02; Iredell County; North Carolina,3079.0,19.0,1055.0,1292.0,557.0,156.0,842.0,0.0,776.0,56.0,10.0,0.0,1120.0,0.0,148.0,774.0,168.0,30.0,572.0,19.0,62.0,272.0,191.0,28.0,545.0,0.0,69.0,190.0,188.0,37,97,614.02,Iredell County
Census Tract 614.03; Iredell County; North Carolina,1880.0,26.0,602.0,912.0,239.0,101.0,523.0,0.0,320.0,86.0,106.0,11.0,702.0,15.0,154.0,468.0,44.0,21.0,347.0,11.0,91.0,141.0,67.0,37.0,308.0,0.0,37.0,217.0,22.0,37,97,614.03,Iredell County
Census Tract 614.04; Iredell County; North Carolina,1605.0,67.0,615.0,586.0,261.0,76.0,705.0,59.0,500.0,96.0,50.0,0.0,548.0,8.0,59.0,391.0,90.0,0.0,107.0,0.0,16.0,28.0,36.0,27.0,245.0,0.0,40.0,71.0,85.0,37,97,614.04,Iredell County
Census Tract 614.05; Iredell County; North Carolina,1318.0,51.0,147.0,459.0,450.0,211.0,214.0,12.0,91.0,80.0,31.0,0.0,527.0,11.0,47.0,254.0,109.0,106.0,280.0,0.0,9.0,47.0,191.0,33.0,297.0,28.0,0.0,78.0,119.0,37,97,614.05,Iredell County
Census Tract 614.06; Iredell County; North Carolina,1926.0,40.0,221.0,831.0,467.0,367.0,192.0,0.0,108.0,39.0,0.0,45.0,799.0,6.0,103.0,416.0,124.0,150.0,246.0,9.0,0.0,111.0,102.0,24.0,689.0,25.0,10.0,265.0,241.0,37,97,614.06,Iredell County
Census Tract 614.07; Iredell County; North Carolina,2110.0,64.0,613.0,802.0,532.0,99.0,548.0,17.0,387.0,144.0,0.0,0.0,814.0,47.0,68.0,361.0,314.0,24.0,436.0,0.0,124.0,174.0,119.0,19.0,312.0,0.0,34.0,123.0,99.0,37,97,614.07,Iredell County
Census Tract 614.08; Iredell County; North Carolina,1679.0,34.0,221.0,756.0,467.0,201.0,198.0,0.0,145.0,42.0,0.0,11.0,407.0,9.0,35.0,262.0,67.0,34.0,451.0,0.0,41.0,208.0,146.0,56.0,623.0,25.0,0.0,244.0,254.0,37,97,614.08,Iredell County
Census Tract 615.01; Iredell County; North Carolina,1780.0,81.0,773.0,670.0,193.0,63.0,529.0,81.0,396.0,52.0,0.0,0.0,474.0,0.0,201.0,241.0,32.0,0.0,217.0,0.0,32.0,109.0,76.0,0.0,560.0,0.0,144.0,268.0,85.0,37,97,615.01,Iredell County
Census Tract 615.02; Iredell County; North Carolina,1585.0,53.0,382.0,650.0,257.0,243.0,289.0,40.0,212.0,30.0,0.0,7.0,572.0,7.0,63.0,382.0,96.0,24.0,343.0,6.0,107.0,72.0,50.0,108.0,381.0,0.0,0.0,166.0,111.0,37,97,615.02,Iredell County
Census Tract 615.03; Iredell County; North Carolina,1965.0,38.0,587.0,799.0,413.0,128.0,498.0,38.0,359.0,48.0,28.0,25.0,692.0,0.0,189.0,367.0,120.0,16.0,323.0,0.0,6.0,137.0,150.0,30.0,452.0,0.0,33.0,247.0,115.0,37,97,615.03,Iredell County
Census Tract 616.01; Iredell County; North Carolina,1232.0,103.0,481.0,451.0,77.0,120.0,252.0,69.0,162.0,11.0,10.0,0.0,313.0,22.0,92.0,166.0,10.0,23.0,234.0,12.0,31.0,145.0,22.0,24.0,433.0,0.0,196.0,129.0,35.0,37,97,616.01,Iredell County
Census Tract 616.03; Iredell County; North Carolina,2186.0,90.0,757.0,863.0,172.0,304.0,583.0,11.0,559.0,0.0,13.0,0.0,740.0,31.0,131.0,408.0,114.0,56.0,442.0,48.0,37.0,298.0,31.0,28.0,421.0,0.0,30.0,157.0,14.0,37,97,616.03,Iredell County
Census Tract 616.04; Iredell County; North Carolina,582.0,40.0,152.0,238.0,135.0,17.0,68.0,0.0,68.0,0.0,0.0,0.0,237.0,16.0,45.0,176.0,0.0,0.0,213.0,24.0,39.0,20.0,113.0,17.0,64.0,0.0,0.0,42.0,22.0,37,97,616.04,Iredell County
Census Tract 616.05; Iredell County; North Carolina,1037.0,28.0,368.0,434.0,162.0,45.0,341.0,20.0,282.0,10.0,29.0,0.0,317.0,0.0,65.0,184.0,68.0,0.0,122.0,8.0,21.0,70.0,8.0,15.0,257.0,0.0,0.0,170.0,57.0,37,97,616.05,Iredell County
Census Tract 9501; Mitchell County; North Carolina,971.0,183.0,221.0,297.0,163.0,107.0,327.0,136.0,119.0,63.0,0.0,9.0,442.0,24.0,102.0,165.0,96.0,55.0,140.0,23.0,0.0,57.0,47.0,13.0,62.0,0.0,0.0,12.0,20.0,37,121,9501,Mitchell County
Census Tract 9502; Mitchell County; North Carolina,1596.0,70.0,537.0,502.0,313.0,174.0,461.0,58.0,294.0,91.0,0.0,18.0,713.0,0.0,207.0,267.0,147.0,92.0,215.0,0.0,24.0,48.0,119.0,24.0,207.0,12.0,12.0,96.0,47.0,37,121,9502,Mitchell County
Census Tract 9503; Mitchell County; North Carolina,1811.0,169.0,520.0,518.0,471.0,133.0,598.0,110.0,345.0,118.0,14.0,11.0,684.0,27.0,123.0,220.0,250.0,64.0,357.0,25.0,29.0,111.0,151.0,41.0,172.0,7.0,23.0,69.0,56.0,37,121,9503,Mitchell County
Census Tract 9504; Mitchell County; North Carolina,2033.0,152.0,540.0,830.0,380.0,131.0,696.0,85.0,478.0,114.0,0.0,19.0,625.0,67.0,30.0,328.0,168.0,32.0,296.0,0.0,14.0,91.0,148.0,43.0,416.0,0.0,18.0,297.0,64.0,37,121,9504,Mitchell County
Census Tract 107.01; Orange County; North Carolina,858.0,5.0,128.0,402.0,200.0,123.0,163.0,5.0,117.0,31.0,5.0,5.0,339.0,0.0,4.0,194.0,81.0,60.0,119.0,0.0,7.0,40.0,65.0,7.0,237.0,0.0,0.0,137.0,49.0,37,135,107.01,Orange County
Census Tract 107.05; Orange County; North Carolina,2104.0,291.0,663.0,834.0,264.0,52.0,725.0,277.0,382.0,66.0,0.0,0.0,858.0,14.0,167.0,530.0,136.0,11.0,336.0,0.0,37.0,171.0,128.0,0.0,185.0,0.0,77.0,67.0,0.0,37,135,107.05,Orange County
Census Tract 107.06; Orange County; North Carolina,1258.0,10.0,238.0,761.0,183.0,66.0,175.0,0.0,144.0,27.0,4.0,0.0,465.0,0.0,70.0,341.0,26.0,28.0,204.0,0.0,15.0,148.0,41.0,0.0,414.0,10.0,9.0,245.0,112.0,37,135,107.06,Orange County
Census Tract 107.07; Orange County; North Carolina,1700.0,329.0,917.0,271.0,170.0,13.0,989.0,247.0,667.0,75.0,0.0,0.0,342.0,34.0,135.0,109.0,64.0,0.0,252.0,48.0,108.0,37.0,59.0,0.0,117.0,0.0,7.0,50.0,47.0,37,135,107.07,Orange County
Census Tract 107.08; Orange County; North Carolina,1419.0,172.0,826.0,374.0,39.0,8.0,537.0,155.0,368.0,14.0,0.0,0.0,501.0,17.0,347.0,130.0,7.0,0.0,69.0,0.0,69.0,0.0,0.0,0.0,312.0,0.0,42.0,230.0,32.0,37,135,107.08,Orange County
Census Tract 107.09; Orange County; North Carolina,884.0,34.0,443.0,295.0,83.0,29.0,291.0,34.0,251.0,6.0,0.0,0.0,452.0,0.0,136.0,289.0,20.0,7.0,62.0,0.0,43.0,0.0,19.0,0.0,79.0,0.0,13.0,0.0,44.0,37,135,107.09,Orange County
Census Tract 107.10; Orange County; North Carolina,1440.0,29.0,633.0,568.0,156.0,54.0,617.0,29.0,525.0,54.0,9.0,0.0,457.0,0.0,60.0,353.0,44.0,0.0,154.0,0.0,16.0,65.0,43.0,30.0,212.0,0.0,32.0,96.0,60.0,37,135,107.10,Orange County
Census Tract 108.02; Orange County; North Carolina,1794.0,34.0,149.0,809.0,431.0,371.0,380.0,25.0,121.0,146.0,64.0,24.0,781.0,9.0,21.0,443.0,164.0,144.0,331.0,0.0,7.0,119.0,132.0,73.0,302.0,0.0,0.0,101.0,71.0,37,135,108.02,Orange County
Census Tract 108.03; Orange County; North Carolina,1250.0,44.0,226.0,458.0,341.0,181.0,256.0,39.0,120.0,71.0,22.0,4.0,573.0,5.0,90.0,229.0,168.0,81.0,244.0,0.0,10.0,123.0,73.0,38.0,177.0,0.0,6.0,35.0,78.0,37,135,108.03,Orange County
Census Tract 108.04; Orange County; North Carolina,899.0,30.0,247.0,223.0,201.0,198.0,307.0,25.0,173.0,47.0,16.0,46.0,362.0,5.0,46.0,120.0,85.0,106.0,117.0,0.0,28.0,30.0,33.0,26.0,113.0,0.0,0.0,26.0,67.0,37,135,108.04,Orange County
Census Tract 109.02; Orange County; North Carolina,2628.0,38.0,739.0,1060.0,657.0,134.0,648.0,33.0,476.0,139.0,0.0,0.0,936.0,0.0,185.0,405.0,231.0,115.0,504.0,0.0,52.0,173.0,279.0,0.0,540.0,5.0,26.0,343.0,147.0,37,135,109.02,Orange County
Census Tract 109.03; Orange County; North Carolina,1108.0,13.0,157.0,447.0,336.0,155.0,212.0,0.0,103.0,103.0,6.0,0.0,526.0,13.0,54.0,274.0,124.0,61.0,173.0,0.0,0.0,31.0,83.0,59.0,197.0,0.0,0.0,39.0,123.0,37,135,109.03,Orange County
Census Tract 109.04; Orange County; North Carolina,1420.0,39.0,301.0,607.0,332.0,141.0,248.0,0.0,200.0,48.0,0.0,0.0,501.0,9.0,101.0,270.0,96.0,25.0,268.0,0.0,0.0,106.0,144.0,18.0,403.0,30.0,0.0,183.0,92.0,37,135,109.04,Orange County
Census Tract 110.01; Orange County; North Carolina,2047.0,40.0,629.0,740.0,436.0,202.0,512.0,11.0,423.0,20.0,43.0,15.0,922.0,29.0,164.0,441.0,192.0,96.0,151.0,0.0,0.0,75.0,68.0,8.0,462.0,0.0,42.0,204.0,133.0,37,135,110.01,Orange County
Census Tract 110.02; Orange County; North Carolina,1995.0,177.0,759.0,696.0,271.0,92.0,895.0,157.0,634.0,104.0,0.0,0.0,553.0,20.0,111.0,344.0,33.0,45.0,173.0,0.0,0.0,60.0,97.0,16.0,374.0,0.0,14.0,188.0,141.0,37,135,110.02,Orange County
Census Tract 111.03; Orange County; North Carolina,1231.0,10.0,288.0,365.0,175.0,393.0,309.0,0.0,184.0,107.0,18.0,0.0,442.0,10.0,86.0,168.0,63.0,115.0,67.0,0.0,18.0,11.0,12.0,26.0,413.0,0.0,0.0,79.0,82.0,37,135,111.03,Orange County
Census Tract 111.04; Orange County; North Carolina,658.0,14.0,41.0,288.0,199.0,116.0,82.0,0.0,22.0,23.0,37.0,0.0,334.0,0.0,13.0,162.0,109.0,50.0,108.0,8.0,1.0,60.0,28.0,11.0,134.0,6.0,5.0,43.0,25.0,37,135,111.04,Orange County
Census Tract 111.05; Orange County; North Carolina,1485.0,13.0,596.0,674.0,145.0,57.0,554.0,0.0,456.0,85.0,0.0,13.0,382.0,13.0,115.0,183.0,42.0,29.0,259.0,0.0,25.0,194.0,27.0,13.0,290.0,0.0,0.0,212.0,76.0,37,135,111.05,Orange County
Census Tract 111.06; Orange County; North Carolina,1169.0,172.0,302.0,510.0,132.0,53.0,493.0,157.0,262.0,74.0,0.0,0.0,340.0,15.0,0.0,250.0,75.0,0.0,129.0,0.0,12.0,55.0,42.0,20.0,207.0,0.0,28.0,131.0,15.0,37,135,111.06,Orange County
Census Tract 111.07; Orange County; North Carolina,1855.0,75.0,609.0,562.0,374.0,235.0,437.0,22.0,331.0,72.0,12.0,0.0,604.0,0.0,174.0,225.0,132.0,73.0,146.0,0.0,46.0,64.0,29.0,7.0,668.0,53.0,58.0,201.0,201.0,37,135,111.07,Orange County
Census Tract 112.04; Orange County; North Carolina,1347.0,9.0,269.0,501.0,443.0,125.0,201.0,0.0,171.0,30.0,0.0,0.0,557.0,9.0,53.0,288.0,183.0,24.0,270.0,0.0,0.0,89.0,119.0,62.0,319.0,0.0,45.0,94.0,141.0,37,135,112.04,Orange County
Census Tract 112.06; Orange County; North Carolina,1518.0,50.0,549.0,720.0,178.0,21.0,536.0,47.0,360.0,129.0,0.0,0.0,444.0,0.0,119.0,275.0,45.0,5.0,236.0,3.0,45.0,97.0,75.0,16.0,302.0,0.0,25.0,219.0,58.0,37,135,112.06,Orange County
Census Tract 112.07; Orange County; North Carolina,1816.0,95.0,706.0,734.0,187.0,94.0,605.0,58.0,499.0,48.0,0.0,0.0,532.0,37.0,148.0,287.0,60.0,0.0,246.0,0.0,33.0,146.0,67.0,0.0,433.0,0.0,26.0,253.0,60.0,37,135,112.07,Orange County
Census Tract 112.08; Orange County; North Carolina,2095.0,83.0,435.0,1116.0,359.0,102.0,374.0,7.0,327.0,31.0,9.0,0.0,675.0,22.0,36.0,489.0,80.0,48.0,564.0,54.0,62.0,258.0,190.0,0.0,482.0,0.0,10.0,338.0,80.0,37,135,112.08,Orange County
Census Tract 112.09; Orange County; North Carolina,1301.0,0.0,213.0,633.0,168.0,287.0,401.0,0.0,163.0,163.0,0.0,75.0,519.0,0.0,43.0,375.0,89.0,12.0,83.0,0.0,0.0,37.0,36.0,10.0,298.0,0.0,7.0,58.0,43.0,37,135,112.09,Orange County
Census Tract 112.10; Orange County; North Carolina,1312.0,33.0,254.0,514.0,379.0,132.0,260.0,33.0,137.0,74.0,16.0,0.0,511.0,0.0,0.0,330.0,156.0,25.0,230.0,0.0,62.0,67.0,64.0,37.0,311.0,0.0,55.0,43.0,143.0,37,135,112.10,Orange County
Census Tract 112.11; Orange County; North Carolina,980.0,6.0,169.0,371.0,295.0,139.0,219.0,6.0,130.0,11.0,72.0,0.0,464.0,0.0,38.0,305.0,77.0,44.0,125.0,0.0,0.0,16.0,31.0,78.0,172.0,0.0,1.0,39.0,115.0,37,135,112.11,Orange County
Census Tract 113; Orange County; North Carolina,1021.0,90.0,275.0,301.0,247.0,108.0,274.0,83.0,191.0,0.0,0.0,0.0,247.0,7.0,54.0,185.0,0.0,1.0,74.0,0.0,0.0,19.0,42.0,13.0,426.0,0.0,30.0,97.0,205.0,37,135,113,Orange County
Census Tract 114; Orange County; North Carolina,1318.0,162.0,346.0,554.0,135.0,121.0,334.0,62.0,259.0,9.0,0.0,4.0,441.0,39.0,66.0,295.0,35.0,6.0,131.0,61.0,0.0,59.0,11.0,0.0,412.0,0.0,21.0,191.0,89.0,37,135,114,Orange County
Census Tract 115; Orange County; North Carolina,789.0,83.0,211.0,314.0,130.0,51.0,251.0,83.0,144.0,21.0,0.0,3.0,246.0,0.0,59.0,166.0,21.0,0.0,117.0,0.0,0.0,85.0,23.0,9.0,175.0,0.0,8.0,42.0,86.0,37,135,115,Orange County
Census Tract 116.01; Orange County; North Carolina,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,135,116.01,Orange County
Census Tract 116.02; Orange County; North Carolina,151.0,25.0,119.0,7.0,0.0,0.0,38.0,0.0,34.0,4.0,0.0,0.0,48.0,22.0,23.0,3.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,34.0,3.0,31.0,0.0,0.0,37,135,116.02,Orange County
Census Tract 117; Orange County; North Carolina,1764.0,97.0,774.0,622.0,230.0,41.0,581.0,85.0,450.0,46.0,0.0,0.0,618.0,12.0,182.0,404.0,20.0,0.0,260.0,0.0,90.0,58.0,112.0,0.0,305.0,0.0,52.0,114.0,98.0,37,135,117,Orange County
Census Tract 118; Orange County; North Carolina,1389.0,89.0,562.0,478.0,252.0,8.0,358.0,54.0,292.0,12.0,0.0,0.0,434.0,34.0,127.0,196.0,77.0,0.0,456.0,1.0,124.0,205.0,126.0,0.0,141.0,0.0,19.0,65.0,49.0,37,135,118,Orange County
Census Tract 119.02; Orange County; North Carolina,1947.0,94.0,750.0,878.0,156.0,69.0,588.0,84.0,464.0,30.0,10.0,0.0,739.0,9.0,199.0,465.0,27.0,39.0,234.0,1.0,76.0,102.0,55.0,0.0,386.0,0.0,11.0,281.0,64.0,37,135,119.02,Orange County
Census Tract 119.03; Orange County; North Carolina,849.0,40.0,262.0,440.0,104.0,3.0,252.0,24.0,181.0,47.0,0.0,0.0,310.0,16.0,40.0,211.0,43.0,0.0,107.0,0.0,41.0,66.0,0.0,0.0,180.0,0.0,0.0,116.0,61.0,37,135,119.03,Orange County
Census Tract 119.04; Orange County; North Carolina,1123.0,62.0,416.0,479.0,153.0,13.0,388.0,53.0,325.0,10.0,0.0,0.0,352.0,9.0,72.0,244.0,27.0,0.0,240.0,0.0,8.0,121.0,111.0,0.0,143.0,0.0,11.0,104.0,15.0,37,135,119.04,Orange County
Census Tract 121.01; Orange County; North Carolina,1526.0,100.0,905.0,377.0,144.0,0.0,722.0,100.0,622.0,0.0,0.0,0.0,344.0,0.0,174.0,152.0,18.0,0.0,291.0,0.0,103.0,146.0,42.0,0.0,169.0,0.0,6.0,79.0,84.0,37,135,121.01,Orange County
Census Tract 121.02; Orange County; North Carolina,504.0,7.0,152.0,199.0,56.0,90.0,100.0,0.0,100.0,0.0,0.0,0.0,121.0,0.0,30.0,63.0,0.0,28.0,138.0,0.0,8.0,40.0,56.0,34.0,145.0,7.0,14.0,96.0,0.0,37,135,121.02,Orange County
Census Tract 121.03; Orange County; North Carolina,1282.0,0.0,563.0,663.0,42.0,14.0,520.0,0.0,400.0,120.0,0.0,0.0,358.0,0.0,80.0,270.0,0.0,8.0,159.0,0.0,75.0,74.0,4.0,6.0,245.0,0.0,8.0,199.0,38.0,37,135,121.03,Orange County
Census Tract 122.01; Orange County; North Carolina,1403.0,9.0,307.0,697.0,239.0,151.0,242.0,9.0,143.0,82.0,0.0,8.0,581.0,0.0,132.0,342.0,76.0,31.0,294.0,0.0,0.0,167.0,86.0,41.0,286.0,0.0,32.0,106.0,77.0,37,135,122.01,Orange County
